results:max_cv,results:time
1.8379040846113e-07,0.22502559954685
2.0164262849719e-06,21.938571928053
0.00012222186772221,66877.821244672
0.019390681077579,15875211.863902
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
1.0059443973535,825268094.28394
