sample_0,sample_1,sample_2
0.055,-2,0.7
0.065,-2,0.7
0.075,-2,0.7
0.085,-2,0.7
0.095,-2,0.7
0.105,-2,0.7
0.115,-2,0.7
0.125,-2,0.7
0.135,-2,0.7
0.145,-2,0.7
0.155,-2,0.7
0.165,-2,0.7
0.175,-2,0.7
0.185,-2,0.7
0.195,-2,0.7
0.205,-2,0.7
